id,fidelidade,sexo,idade,atendimento,sortimento,acessibilidade,preço
734,nao,feminino,34,3,2,3,3
735,nao,feminino,33,4,1,5,4
736,nao,masculino,34,5,1,3,3
737,nao,feminino,34,2,3,3,1
738,nao,feminino,34,3,2,3,3
739,nao,feminino,35,3,2,3,3
740,nao,feminino,29,4,1,3,3
741,nao,feminino,34,4,3,1,2
742,nao,feminino,34,5,1,4,2
743,nao,feminino,34,2,3,3,3
744,nao,feminino,34,3,2,3,3
745,nao,feminino,34,5,1,4,2
746,nao,feminino,31,2,3,3,3
747,nao,feminino,34,4,3,1,2
748,nao,masculino,34,1,1,4,1
749,nao,feminino,34,4,4,3,3
750,nao,feminino,31,4,3,1,3
751,nao,feminino,34,3,2,3,3
752,nao,feminino,34,4,4,1,4
753,nao,feminino,34,3,2,3,3
754,nao,masculino,34,1,4,2,3
755,nao,feminino,35,4,3,4,2
756,nao,feminino,34,3,2,1,4
757,nao,feminino,35,3,2,3,3
758,nao,feminino,34,4,3,1,4
759,nao,feminino,34,4,3,1,4
760,nao,feminino,32,1,3,1,4
761,nao,feminino,34,1,5,3,3
762,nao,feminino,34,3,2,3,3
763,nao,feminino,34,4,3,5,1
764,nao,feminino,35,2,3,1,4
765,nao,feminino,34,3,2,3,3
766,nao,feminino,34,4,1,1,2
767,nao,feminino,29,4,1,3,3
768,nao,masculino,34,1,4,2,3
769,nao,feminino,31,2,3,3,3
770,nao,feminino,31,4,3,1,3
771,nao,masculino,34,2,2,3,3
772,nao,feminino,34,3,2,3,3
773,nao,feminino,32,4,3,3,5
774,nao,feminino,34,4,3,3,3
775,nao,feminino,34,4,4,1,4
776,nao,feminino,34,4,3,1,2
777,nao,feminino,34,4,3,3,3
778,nao,masculino,34,2,2,3,3
779,nao,feminino,35,2,3,1,4
780,nao,feminino,34,2,4,3,5
781,nao,feminino,34,5,1,4,2
782,nao,feminino,34,3,2,3,3
783,nao,feminino,34,4,4,1,4
784,nao,feminino,34,3,5,1,3
785,nao,feminino,34,2,3,3,1
786,nao,feminino,34,4,3,3,3
787,nao,masculino,34,5,1,3,3
788,nao,feminino,34,3,2,3,3
789,nao,feminino,34,4,1,3,3
790,nao,feminino,34,3,2,1,4
791,nao,feminino,34,4,3,1,4
792,nao,feminino,34,4,3,3,3
793,nao,feminino,34,4,4,1,4
794,nao,feminino,34,2,4,3,5
795,nao,feminino,34,3,2,3,3
796,nao,masculino,34,5,1,3,3
797,nao,feminino,34,4,1,3,1
798,nao,feminino,31,2,3,3,3
799,nao,feminino,35,4,3,4,2
800,nao,feminino,34,4,4,1,4
801,nao,feminino,31,2,3,3,3
802,nao,masculino,34,1,1,4,1
803,nao,feminino,34,4,4,1,4
804,nao,feminino,31,2,3,3,3
805,nao,feminino,31,4,3,1,3
806,nao,feminino,34,3,2,1,4
807,nao,feminino,34,4,3,1,4
808,nao,feminino,34,5,1,1,3
809,nao,feminino,34,3,5,1,3
810,nao,feminino,35,3,2,3,3
811,nao,feminino,34,4,1,1,2
812,nao,feminino,34,4,4,3,3
813,nao,feminino,34,3,2,5,4
814,nao,feminino,29,4,1,3,3
815,nao,feminino,34,3,5,1,3
816,nao,feminino,34,2,3,3,1
817,nao,feminino,33,4,1,5,4
818,nao,masculino,34,2,2,3,3
819,nao,feminino,34,3,2,3,3
820,nao,masculino,34,2,2,3,3
821,nao,feminino,34,4,3,5,1
822,nao,feminino,34,4,4,3,3
823,nao,feminino,34,3,2,1,4
824,nao,feminino,34,3,2,3,3
825,nao,feminino,29,4,1,3,3
826,nao,feminino,34,3,2,3,3
827,nao,feminino,34,3,2,3,3
828,nao,feminino,31,2,3,3,3
829,nao,feminino,34,4,3,1,2
830,nao,feminino,34,3,2,5,4
831,nao,feminino,34,4,1,1,2
832,nao,feminino,34,5,1,1,3
833,nao,feminino,34,3,2,3,3
834,nao,feminino,34,4,1,3,1
835,nao,feminino,34,3,5,1,3
836,nao,feminino,34,2,2,1,1
837,nao,feminino,34,3,2,5,4
838,nao,feminino,34,5,1,1,3
839,nao,masculino,34,5,1,3,3
840,nao,masculino,34,2,2,3,3
841,nao,feminino,34,4,3,1,2
842,nao,feminino,34,4,3,1,4
843,nao,feminino,35,2,3,1,4
844,nao,feminino,34,2,4,1,4
845,nao,feminino,34,2,3,3,3
846,nao,feminino,31,4,3,1,3
847,nao,feminino,34,3,5,1,3
848,nao,feminino,34,4,3,3,3
849,nao,feminino,31,2,3,3,3
850,nao,feminino,34,4,3,5,1
851,nao,feminino,34,3,2,3,3
852,nao,feminino,34,4,3,1,2
853,nao,feminino,34,2,4,3,5
854,nao,feminino,34,3,5,1,3
855,nao,feminino,34,5,1,4,2
856,nao,feminino,34,3,2,3,3
857,nao,feminino,34,4,3,3,3
858,nao,feminino,34,3,2,1,4
859,nao,feminino,34,2,4,3,5
860,nao,feminino,34,4,1,1,2
861,nao,masculino,34,3,2,4,2
862,nao,feminino,29,4,1,3,3
863,nao,feminino,34,3,2,1,4
864,nao,feminino,34,4,3,1,4
865,nao,feminino,32,4,3,3,5
866,nao,feminino,34,5,1,4,2
867,nao,feminino,34,3,2,3,3
868,nao,feminino,34,5,1,4,2
869,nao,feminino,33,4,1,5,4
870,nao,feminino,35,4,3,4,2
871,nao,feminino,34,4,1,3,3
872,nao,feminino,34,4,4,1,4
873,nao,feminino,34,3,2,3,3
874,nao,feminino,34,4,3,1,2
875,nao,feminino,32,4,3,3,5
876,nao,feminino,34,2,3,3,3
877,nao,feminino,33,4,1,5,4
878,nao,feminino,34,2,3,3,1
879,nao,feminino,34,2,4,3,5
880,nao,feminino,34,3,2,3,3
881,nao,feminino,34,3,2,3,3
882,nao,feminino,30,4,3,5,4
883,nao,feminino,34,4,1,3,3
884,nao,feminino,34,4,1,3,3
885,nao,masculino,34,2,2,3,3
886,nao,masculino,34,1,4,2,3
887,nao,feminino,34,2,3,3,3
888,nao,feminino,32,1,3,1,4
889,nao,feminino,34,2,4,3,5
890,nao,masculino,34,1,1,4,1
891,nao,feminino,34,4,3,3,3
892,nao,feminino,34,3,2,3,3
893,nao,feminino,35,3,2,3,3
894,nao,feminino,34,5,1,1,3
895,nao,feminino,31,4,3,1,3
896,nao,feminino,34,4,3,3,3
897,nao,feminino,34,3,2,1,4
898,nao,feminino,32,4,3,3,5
899,nao,feminino,34,4,4,3,3
900,nao,feminino,34,4,4,3,3
901,nao,feminino,34,2,4,1,4
902,nao,feminino,34,4,3,5,1
903,nao,feminino,31,3,1,2,3
904,nao,feminino,29,4,1,3,3
905,nao,feminino,34,3,2,3,3
906,nao,feminino,34,3,5,1,3
907,nao,feminino,33,4,1,5,4
908,nao,masculino,34,1,1,4,1
909,nao,feminino,34,3,2,5,4
910,nao,feminino,34,4,1,3,3
911,nao,feminino,32,1,3,1,4
912,nao,feminino,34,5,1,4,2
913,nao,feminino,34,4,3,1,4
914,nao,masculino,34,5,1,3,3
915,nao,feminino,33,4,1,5,4
916,nao,feminino,34,5,1,4,2
917,nao,masculino,34,5,1,3,3
918,nao,feminino,34,4,3,3,3
919,nao,feminino,34,4,4,3,3
920,nao,masculino,34,3,2,4,2
921,nao,feminino,34,2,4,3,5
922,nao,masculino,34,3,2,4,2
923,nao,feminino,34,4,3,5,1
924,nao,feminino,29,4,1,3,3
925,nao,feminino,34,2,3,3,1
926,nao,feminino,34,2,3,3,1
927,nao,feminino,34,4,4,1,4
928,nao,feminino,33,4,1,5,4
929,nao,feminino,34,4,3,1,2
930,nao,feminino,34,4,3,3,3
931,nao,feminino,34,4,1,3,1
932,nao,feminino,34,3,5,1,3
933,nao,feminino,34,4,4,3,3
934,nao,feminino,34,2,3,3,3
935,nao,feminino,34,3,2,3,3
936,nao,feminino,34,5,1,4,2
937,nao,feminino,35,4,3,4,2
938,nao,feminino,34,4,1,3,1
939,nao,feminino,34,2,3,3,1
940,nao,feminino,32,1,3,1,4
941,nao,masculino,34,3,2,4,2
942,nao,feminino,34,4,4,3,3
943,nao,feminino,34,3,5,1,3
944,nao,feminino,34,5,1,4,2
945,nao,feminino,35,3,2,3,3
946,nao,feminino,34,5,1,1,3
947,nao,masculino,34,3,2,4,2
948,nao,feminino,34,4,1,3,3
949,nao,feminino,34,3,2,3,3
950,nao,feminino,30,4,3,5,4
951,nao,masculino,34,5,1,3,3
952,nao,feminino,32,4,3,3,5
953,nao,feminino,35,4,3,4,2
954,nao,feminino,34,2,3,3,3
955,nao,masculino,34,1,4,2,3
956,nao,feminino,34,3,5,1,3
957,nao,masculino,34,1,1,4,1
958,nao,feminino,30,4,3,5,4
959,nao,feminino,34,5,1,1,3
960,nao,feminino,34,4,4,1,4
961,nao,feminino,34,3,2,3,3
962,nao,feminino,31,3,1,2,3
963,nao,feminino,32,1,3,1,4
964,nao,feminino,34,4,3,5,1
965,nao,feminino,34,3,2,3,3
966,nao,feminino,34,4,3,5,1
967,nao,feminino,34,3,2,3,3
968,nao,feminino,34,3,2,3,3
969,nao,masculino,34,2,2,3,3
970,nao,feminino,30,4,3,5,4
971,nao,feminino,34,4,3,5,1
972,nao,feminino,34,1,5,3,3
973,nao,feminino,34,2,3,3,1
974,nao,feminino,34,3,2,5,4
975,nao,feminino,34,3,2,3,3
976,nao,feminino,34,2,2,1,1
977,nao,feminino,34,4,4,3,3
978,nao,feminino,34,3,2,3,3
979,nao,feminino,34,4,3,3,3
980,nao,feminino,32,1,3,1,4
981,nao,feminino,35,2,3,1,4
982,nao,feminino,34,5,1,1,3
983,nao,feminino,34,4,3,3,3
984,nao,feminino,34,3,5,1,3
985,nao,feminino,34,4,1,1,2
986,nao,feminino,34,3,2,1,4
987,nao,feminino,34,4,1,3,3
988,nao,masculino,34,3,2,4,2
989,nao,feminino,34,2,2,1,1
990,nao,feminino,35,3,2,3,3
991,nao,feminino,34,3,2,3,3
992,nao,feminino,34,4,1,1,2
993,nao,feminino,34,3,2,1,4
994,nao,feminino,34,1,5,3,3
995,nao,feminino,34,3,2,3,3
996,nao,feminino,34,2,3,3,3
997,nao,feminino,34,3,2,3,3
998,nao,feminino,34,3,2,3,3
999,nao,feminino,34,4,3,5,1
1000,nao,feminino,34,3,2,3,3
1001,nao,feminino,34,5,1,4,2
1002,nao,feminino,34,4,1,1,2
1003,nao,feminino,34,2,4,3,5
1004,nao,feminino,34,4,4,3,3
1005,nao,feminino,29,4,1,3,3
1006,nao,feminino,34,4,3,1,4
1007,nao,feminino,34,3,2,3,3
1008,nao,feminino,34,1,5,3,3
1009,nao,feminino,34,4,3,1,2
1010,nao,feminino,32,4,3,3,5
1011,nao,feminino,34,4,1,1,2
1012,nao,feminino,34,2,2,1,1
1013,nao,feminino,34,4,3,5,1
1014,nao,feminino,29,4,1,3,3
1015,nao,feminino,34,4,3,1,4
1016,nao,masculino,34,2,2,3,3
1017,nao,feminino,34,5,1,1,3
1018,nao,feminino,34,4,3,1,4
1019,nao,feminino,34,4,3,1,4
1020,nao,feminino,34,3,2,5,4
1021,nao,feminino,34,4,3,5,1
1022,nao,feminino,34,3,2,3,3
1023,nao,feminino,34,1,5,3,3
1024,nao,feminino,34,3,2,3,3
1025,nao,feminino,34,4,4,1,4
1026,nao,feminino,34,3,2,3,3
1027,nao,feminino,34,2,4,1,4
1028,nao,feminino,31,4,3,1,3
1029,nao,masculino,34,2,2,3,3
1030,nao,masculino,34,1,1,4,1
1031,nao,feminino,34,4,3,1,2
1032,nao,feminino,34,2,3,3,1
1033,nao,feminino,34,4,1,3,3
1034,nao,feminino,34,4,3,1,4
1035,nao,feminino,35,3,2,3,3
1036,nao,feminino,32,1,3,1,4
1037,nao,feminino,34,2,3,3,3
1038,nao,feminino,34,4,3,5,1
1039,nao,feminino,34,3,2,3,3
1040,nao,masculino,34,2,2,3,3
1041,nao,feminino,34,5,1,4,2
1042,nao,feminino,34,3,2,3,3
1043,nao,feminino,34,4,3,3,3
1044,nao,feminino,35,3,2,3,3
1045,nao,feminino,34,2,3,3,3
1046,nao,feminino,34,3,2,1,4
1047,nao,masculino,34,1,1,4,1
1048,nao,feminino,34,5,1,4,2
1049,nao,masculino,34,1,1,4,1
1050,nao,feminino,34,4,3,3,3
1051,nao,feminino,34,3,5,1,3
1052,nao,feminino,34,3,5,1,3
1053,nao,feminino,32,1,3,1,4
1054,nao,feminino,34,3,2,1,4
1055,nao,feminino,34,3,2,5,4
1056,nao,feminino,34,3,2,3,3
1057,nao,feminino,34,3,2,3,3
1058,nao,feminino,34,3,2,3,3
1059,nao,feminino,34,5,1,1,3
1060,nao,feminino,33,4,1,5,4
1061,nao,feminino,35,2,3,1,4
1062,nao,feminino,32,4,3,3,5
1063,nao,feminino,34,4,4,3,3
1064,nao,feminino,34,4,3,1,4
1065,nao,masculino,34,1,1,4,1
1066,nao,feminino,35,2,3,1,4
1067,nao,feminino,35,3,2,3,3
1068,nao,feminino,34,2,4,3,5
1069,nao,feminino,34,4,4,3,3
1070,nao,feminino,34,4,3,3,3
1071,nao,feminino,34,2,3,3,3
1072,nao,feminino,34,3,2,1,4
1073,nao,feminino,29,4,1,3,3
1074,nao,feminino,31,3,1,2,3
1075,nao,feminino,34,2,4,1,4
1076,nao,feminino,31,3,1,2,3
1077,nao,feminino,34,3,2,3,3
1078,nao,feminino,34,4,1,3,1
1079,nao,feminino,34,3,2,1,4
1080,nao,feminino,34,4,3,3,3
1081,nao,masculino,34,3,2,4,2
1082,nao,feminino,34,2,3,3,1
1083,nao,feminino,34,5,1,4,2
1084,nao,masculino,34,2,2,3,3
1085,nao,masculino,34,1,4,2,3
1086,nao,feminino,34,2,2,1,1
1087,nao,feminino,34,4,1,3,1
1088,nao,masculino,34,2,2,3,3
1089,nao,feminino,34,4,4,1,4
1090,nao,feminino,35,3,2,3,3
1091,nao,feminino,34,1,5,3,3
1092,nao,feminino,34,4,3,1,4
1093,nao,feminino,34,2,3,3,3
1094,nao,feminino,34,3,2,3,3
1095,nao,feminino,34,4,3,1,4
1096,nao,masculino,34,1,4,2,3
1097,nao,feminino,34,4,3,3,3
1098,nao,feminino,34,2,4,3,5
1099,nao,feminino,34,4,3,1,4
1100,nao,feminino,34,4,3,3,3
1101,nao,feminino,34,1,5,3,3
1102,nao,feminino,29,4,1,3,3
1103,nao,feminino,34,4,3,1,4
1104,nao,feminino,34,4,1,1,2
1105,nao,masculino,34,1,1,4,1
1106,nao,masculino,34,1,1,4,1
1107,nao,masculino,34,1,1,4,1
1108,nao,feminino,34,2,4,3,5
1109,nao,feminino,33,4,1,5,4
1110,nao,masculino,34,1,4,2,3
1111,nao,feminino,30,4,3,5,4
1112,nao,feminino,35,2,3,1,4
1113,nao,feminino,34,2,3,3,3
1114,nao,feminino,31,4,3,1,3
1115,nao,feminino,31,2,3,3,3
1116,nao,feminino,34,3,2,3,3
1117,nao,feminino,34,4,1,1,2
1118,nao,feminino,34,3,2,3,3
1119,nao,feminino,34,4,4,3,3
1120,nao,feminino,34,4,4,3,3
1121,nao,feminino,34,2,4,1,4
1122,nao,feminino,34,4,1,3,1
1123,nao,feminino,34,4,4,3,3
1124,nao,feminino,34,3,5,1,3
1125,nao,feminino,34,2,3,3,3
1126,nao,feminino,34,2,4,3,5
1127,nao,feminino,34,2,4,1,4
1128,nao,feminino,34,3,2,3,3
1129,nao,feminino,34,1,5,3,3
1130,nao,feminino,34,3,2,5,4
1131,nao,masculino,34,2,2,3,3
1132,nao,feminino,34,2,3,3,1
1133,nao,feminino,34,5,1,1,3
1134,nao,feminino,34,1,5,3,3
1135,nao,feminino,34,4,1,3,3
1136,nao,feminino,32,4,3,3,5
1137,nao,masculino,34,2,2,3,3
1138,nao,feminino,34,4,1,1,2
1139,nao,feminino,34,2,4,1,4
1140,nao,feminino,34,3,5,1,3
1141,nao,feminino,34,3,2,1,4
1142,nao,feminino,34,3,2,1,4
1143,nao,feminino,34,4,3,1,4
1144,nao,feminino,34,3,2,5,4
1145,nao,feminino,34,3,2,3,3
1146,nao,feminino,34,4,3,1,4
1147,nao,feminino,34,3,2,3,3
1148,nao,feminino,35,3,2,3,3
1149,nao,feminino,31,3,1,2,3
1150,nao,feminino,31,2,3,3,3
1151,nao,feminino,34,4,4,3,3
1152,nao,feminino,34,4,4,1,4
1153,nao,feminino,35,3,2,3,3
1154,nao,feminino,34,4,3,3,3
1155,nao,feminino,34,1,5,3,3
1156,nao,feminino,34,2,2,1,1
1157,nao,feminino,35,3,2,3,3
1158,nao,feminino,34,3,2,3,3
1159,nao,feminino,34,4,1,3,1
1160,nao,feminino,35,4,3,4,2
1161,nao,feminino,34,3,2,5,4
1162,nao,feminino,31,4,3,1,3
1163,nao,feminino,34,4,1,3,1
1164,nao,feminino,34,3,2,3,3
1165,nao,feminino,31,3,1,2,3
1166,nao,feminino,34,2,4,3,5
1167,nao,feminino,34,4,1,3,3
1168,nao,feminino,35,4,3,4,2
1169,nao,masculino,34,1,1,4,1
1170,nao,feminino,32,4,3,3,5
1171,nao,feminino,30,4,3,5,4
1172,nao,feminino,34,3,2,5,4
1173,nao,feminino,34,4,3,3,3
1174,nao,feminino,31,4,3,1,3
1175,nao,feminino,34,3,2,3,3
1176,nao,feminino,34,2,2,1,1
1177,nao,feminino,34,4,3,1,4
1178,nao,feminino,34,5,1,1,3
1179,nao,feminino,30,4,3,5,4
1180,nao,feminino,34,5,1,1,3
1181,nao,feminino,34,5,1,1,3
1182,nao,feminino,34,3,2,3,3
1183,nao,feminino,34,4,1,3,3
1184,nao,masculino,34,1,4,2,3
1185,nao,feminino,29,4,1,3,3
1186,nao,feminino,34,2,4,3,5
1187,nao,feminino,34,4,4,3,3
1188,nao,masculino,34,2,2,3,3
1189,nao,feminino,31,4,3,1,3
1190,nao,masculino,34,1,1,4,1
1191,nao,feminino,34,4,3,5,1
1192,nao,feminino,34,1,5,3,3
1193,nao,feminino,34,4,3,1,4
1194,nao,feminino,34,3,2,3,3
1195,nao,feminino,34,3,2,1,4
1196,nao,feminino,34,4,4,3,3
1197,nao,feminino,34,4,1,3,1
1198,nao,feminino,31,4,3,1,3
1199,nao,feminino,32,4,3,3,5
1200,nao,feminino,34,3,2,3,3
1201,nao,masculino,34,1,4,2,3
1202,nao,feminino,34,3,2,1,4
1203,nao,feminino,31,4,3,1,3
1204,nao,feminino,34,2,3,3,1
1205,nao,feminino,34,5,1,1,3
1206,nao,feminino,34,5,1,4,2
1207,nao,feminino,30,4,3,5,4
1208,nao,feminino,34,4,4,3,3
1209,nao,feminino,31,3,1,2,3
1210,nao,feminino,34,3,2,3,3
1211,nao,feminino,34,2,3,3,3
1212,nao,feminino,34,4,3,1,4
1213,nao,feminino,34,2,4,1,4
1214,nao,feminino,31,4,3,1,3
1215,nao,feminino,34,3,2,5,4
1216,nao,feminino,34,3,2,1,4
1217,nao,feminino,34,4,3,5,1
1218,nao,feminino,34,4,3,1,2
1219,nao,feminino,34,2,3,3,1
1220,nao,feminino,35,3,2,3,3
1221,nao,feminino,32,1,3,1,4
1222,nao,feminino,34,2,4,3,5
1223,nao,feminino,34,2,4,1,4
1224,nao,feminino,30,4,3,5,4
1225,nao,feminino,34,4,1,3,3
1226,nao,feminino,34,3,2,3,3
1227,nao,feminino,34,3,2,3,3
1228,nao,feminino,34,3,2,3,3
1229,nao,feminino,34,5,1,4,2
1230,nao,feminino,32,1,3,1,4
1231,nao,feminino,33,4,1,5,4
1232,nao,masculino,34,1,1,4,1
1233,nao,masculino,34,1,4,2,3
1234,nao,feminino,34,2,2,1,1
1235,nao,feminino,34,4,3,3,3
1236,nao,feminino,34,2,3,3,1
1237,nao,masculino,34,5,1,3,3
1238,nao,feminino,34,2,3,3,3
1239,nao,feminino,34,5,1,1,3
1240,nao,feminino,34,4,3,1,4
1241,nao,feminino,35,3,2,3,3
1242,nao,masculino,34,5,1,3,3
1243,nao,feminino,34,4,3,3,3
1244,nao,feminino,34,3,5,1,3
1245,nao,masculino,34,3,2,4,2
1246,nao,feminino,34,2,4,1,4
1247,nao,feminino,34,4,3,5,1
1248,nao,feminino,34,2,3,3,1
1249,nao,feminino,34,3,2,3,3
1250,nao,feminino,35,3,2,3,3
1251,nao,feminino,32,4,3,3,5
1252,nao,feminino,34,5,1,4,2
1253,nao,feminino,33,4,1,5,4
1254,nao,feminino,34,2,2,1,1
1255,nao,feminino,34,4,4,3,3
1256,nao,feminino,34,3,5,1,3
1257,nao,feminino,34,2,3,3,1
1258,nao,feminino,34,4,4,3,3
1259,nao,feminino,34,3,2,3,3
1260,nao,feminino,34,4,4,3,3
1261,nao,feminino,33,4,1,5,4
1262,nao,feminino,34,2,2,1,1
1263,nao,feminino,35,3,2,3,3
1264,nao,feminino,35,3,2,3,3
1265,nao,feminino,34,2,4,3,5
1266,nao,feminino,34,2,4,1,4
1267,nao,feminino,34,4,4,3,3
1268,nao,feminino,30,4,3,5,4
1269,nao,feminino,34,4,4,1,4
1270,nao,feminino,34,4,1,3,3
1271,nao,feminino,32,1,3,1,4
1272,nao,feminino,34,5,1,1,3
1273,nao,feminino,34,4,3,1,4
1274,nao,feminino,34,3,2,3,3
1275,nao,masculino,34,2,2,3,3
1276,nao,feminino,34,4,4,3,3
1277,nao,feminino,31,3,1,2,3
1278,nao,feminino,34,4,4,3,3
1279,nao,feminino,34,2,3,3,3
1280,nao,feminino,34,2,3,3,1
1281,nao,feminino,34,3,2,3,3
1282,nao,feminino,35,2,3,1,4
1283,nao,feminino,34,3,2,5,4
1284,nao,feminino,34,4,3,3,3
1285,nao,feminino,34,4,3,5,1
1286,nao,feminino,35,2,3,1,4
1287,nao,feminino,34,3,5,1,3
1288,nao,feminino,34,4,3,1,4
1289,nao,feminino,34,2,4,3,5
1290,nao,feminino,34,4,3,5,1
1291,nao,feminino,34,4,4,3,3
1292,nao,feminino,35,4,3,4,2
1293,nao,feminino,34,4,3,3,3
1294,nao,feminino,34,4,3,3,3
1295,nao,feminino,34,4,3,1,4
1296,nao,feminino,30,4,3,5,4
1297,nao,feminino,34,4,3,3,3
1298,nao,feminino,32,1,3,1,4
1299,nao,feminino,34,3,2,3,3
1300,nao,feminino,34,3,2,5,4
1301,nao,feminino,31,2,3,3,3
1302,nao,feminino,34,3,2,3,3
1303,nao,feminino,34,4,3,1,4
1304,nao,feminino,34,4,3,1,2
1305,nao,feminino,34,3,2,1,4
1306,nao,feminino,34,2,4,3,5
1307,nao,feminino,34,4,1,3,3
1308,nao,feminino,34,3,2,3,3
1309,nao,masculino,34,1,4,2,3
1310,nao,feminino,34,2,3,3,1
1311,nao,feminino,31,2,3,3,3
1312,nao,masculino,34,1,1,4,1
1313,nao,feminino,34,2,4,3,5
1314,nao,masculino,34,2,2,3,3
1315,nao,feminino,34,5,1,1,3
1316,nao,masculino,34,1,4,2,3
1317,nao,feminino,35,3,2,3,3
1318,nao,feminino,34,3,2,3,3
1319,nao,feminino,34,2,4,1,4
1320,nao,feminino,35,2,3,1,4
1321,sim,feminino,34,2,5,2,3
1322,sim,feminino,42,4,4,3,3
1323,sim,feminino,35,4,4,4,2
1324,sim,feminino,34,5,4,3,5
1325,sim,masculino,34,3,5,3,1
1326,sim,feminino,35,3,5,5,4
1327,sim,masculino,34,4,4,3,5
1328,sim,feminino,36,4,4,5,4
1329,sim,masculino,34,4,4,3,3
1330,sim,feminino,34,3,5,5,4
1331,sim,feminino,34,4,4,5,4
1332,sim,feminino,34,4,4,5,4
1333,sim,feminino,34,4,5,4,2
1334,sim,feminino,34,4,3,3,3
1335,sim,masculino,34,4,4,3,3
1336,sim,feminino,34,5,3,4,2
1337,sim,feminino,34,4,4,5,4
1338,sim,feminino,42,4,4,3,3
1339,sim,feminino,35,3,5,5,4
1340,sim,feminino,34,4,4,5,4
1341,sim,masculino,34,4,4,5,4
1342,sim,masculino,35,4,4,5,4
1343,sim,feminino,34,4,3,3,3
1344,sim,masculino,34,4,4,3,3
1345,sim,masculino,34,3,2,3,5
1346,sim,masculino,37,3,3,3,5
1347,sim,feminino,35,3,4,5,4
1348,sim,masculino,34,3,4,5,4
1349,sim,masculino,34,4,4,3,5
1350,sim,feminino,35,3,4,5,4
1351,sim,masculino,34,5,4,5,4
1352,sim,masculino,34,3,5,3,1
1353,sim,feminino,35,4,4,5,4
1354,sim,feminino,42,4,4,3,3
1355,sim,feminino,34,4,4,5,4
1356,sim,feminino,34,4,4,5,4
1357,sim,feminino,34,5,5,3,5
1358,sim,feminino,34,4,4,3,3
1359,sim,feminino,35,3,4,5,4
1360,sim,feminino,35,4,4,3,3
1361,sim,masculino,34,4,4,3,5
1362,sim,masculino,34,3,5,3,1
1363,sim,masculino,36,4,4,5,4
1364,sim,masculino,34,3,2,3,5
1365,sim,feminino,39,3,4,3,3
1366,sim,feminino,35,4,4,5,4
1367,sim,masculino,34,3,5,3,1
1368,sim,masculino,34,3,4,5,4
1369,sim,feminino,34,1,3,5,4
1370,sim,feminino,34,3,5,3,3
1371,sim,feminino,34,3,2,3,3
1372,sim,feminino,34,1,3,5,4
1373,sim,feminino,35,4,4,4,2
1374,sim,feminino,34,3,5,5,4
1375,sim,feminino,34,4,4,5,4
1376,sim,feminino,34,4,4,3,3
1377,sim,feminino,35,3,4,3,3
1378,sim,masculino,34,4,4,5,4
1379,sim,feminino,35,4,4,3,3
1380,sim,feminino,34,5,5,3,5
1381,sim,masculino,34,4,4,5,4
1382,sim,feminino,34,4,4,3,3
1383,sim,feminino,34,1,3,5,4
1384,sim,feminino,36,4,4,5,4
1385,sim,feminino,35,4,5,3,5
1386,sim,masculino,34,3,4,5,4
1387,sim,feminino,34,5,3,4,2
1388,sim,feminino,34,4,4,3,5
1389,sim,feminino,34,4,5,4,2
1390,sim,feminino,34,3,5,5,4
1391,sim,feminino,35,4,4,3,3
1392,sim,feminino,34,4,4,3,3
1393,sim,feminino,34,5,4,3,5
1394,sim,feminino,35,4,4,5,4
1395,sim,masculino,34,3,5,3,1
1396,sim,feminino,34,5,4,3,5
1397,sim,feminino,35,4,4,4,2
1398,sim,feminino,42,4,4,3,3
1399,sim,feminino,35,4,5,3,5
1400,sim,masculino,36,4,4,3,3
1401,sim,feminino,35,4,4,3,3
1402,sim,feminino,34,3,2,3,3
1403,sim,feminino,35,4,5,4,2
1404,sim,masculino,34,4,4,5,4
1405,sim,feminino,34,5,5,3,5
1406,sim,feminino,35,4,4,3,3
1407,sim,masculino,37,3,3,3,5
1408,sim,feminino,34,3,5,3,3
1409,sim,masculino,34,4,4,3,3
1410,sim,feminino,34,3,5,5,4
1411,sim,feminino,39,3,4,3,3
1412,sim,feminino,35,3,4,5,4
1413,sim,masculino,34,4,4,3,3
1414,sim,masculino,34,4,4,1,3
1415,sim,feminino,34,4,4,5,4
1416,sim,masculino,37,3,3,3,5
1417,sim,masculino,34,4,4,3,5
1418,sim,feminino,35,4,5,4,2
1419,sim,feminino,34,5,5,3,5
1420,sim,feminino,34,3,5,3,3
1421,sim,feminino,35,4,4,5,4
1422,sim,masculino,37,3,3,3,5
1423,sim,feminino,34,4,4,5,4
1424,sim,feminino,34,1,3,5,4
1425,sim,feminino,35,4,4,3,3
1426,sim,feminino,34,4,1,3,3
1427,sim,feminino,34,3,5,5,4
1428,sim,feminino,34,3,5,5,4
1429,sim,feminino,34,4,4,3,3
1430,sim,feminino,34,4,4,3,5
1431,sim,masculino,34,4,4,5,4
1432,sim,masculino,36,4,4,5,4
1433,sim,feminino,34,4,3,3,3
1434,sim,feminino,35,4,5,4,2
1435,sim,feminino,34,2,2,3,3
1436,sim,feminino,42,4,4,3,3
1437,sim,masculino,34,4,4,3,5
1438,sim,feminino,34,4,4,5,4
1439,sim,feminino,34,4,4,3,5
1440,sim,feminino,34,4,3,3,3
1441,sim,feminino,34,5,5,3,5
1442,sim,feminino,35,4,4,3,3
1443,sim,masculino,34,5,4,5,4
1444,sim,feminino,35,4,4,3,3
